File_Path,RelevanceId,RelevanceName
aws_budgets,3,Medium
aws_professional_services,4,Medium-Low
aws_opensearch_service_data_node,3,Medium
aws_eventbridge_event,3,Medium
aws_elemental_mediatailor,4,Medium-Low
aws_iot_device_defender_iot_device_jobs,5,Low
aws_amazon_eks_anywhere,3,Medium
aws_amazon_monitron,5,Low
aws_sdk_dark,3,Medium
aws_metrics_light,3,Medium
aws_redshift_dense_compute_node,3,Medium
aws_trusted_advisor_checklist_fault_tolerant,4,Medium-Low
aws_backup_database,3,Medium
aws_amazon_kendra,3,Medium
aws_cloudformation_template,1,High
aws_user_dark,2,Medium-High
aws_healthimaging,4,Medium-Low
aws_iot_alexa_enabled_device,5,Low
aws_simple_storage_service_s3_glacier_instant_retrieval,4,Medium-Low
aws_route_53_resolver,2,Medium-High
aws_simple_storage_service_s3_select,4,Medium-Low
aws_appsync,2,Medium-High
aws_lambda,1,High
aws_amazon_eventbridge,2,Medium-High
aws_simple_storage_service_vpc_access_points,3,Medium
aws_route_53_hosted_zone,1,High
aws_amazon_managed_workflows_for_apache_airflow,3,Medium
aws_internet_alt2_light,3,Medium
aws_cloudtrail,2,Medium-High
aws_data_exchange_for_apis,4,Medium-Low
aws_dynamodb_attributes,3,Medium
aws_console_mobile_application,4,Medium-Low
aws_backup_gateway,4,Medium-Low
aws_multimedia_dark,3,Medium
aws_directory_service_ad_connector,3,Medium
aws_amazon_chime_sdk,3,Medium
aws_data_stream_light,3,Medium
aws_amazon_neptune,3,Medium
aws_elastic_disaster_recovery,3,Medium
aws_eventbridge_scheduler,3,Medium
aws_internet_light,3,Medium
aws_amazon_elastic_inference,4,Medium-Low
aws_eventbridge_rule,2,Medium-High
aws_sdk_light,3,Medium
aws_waf_managed_rule,3,Medium
aws_identity_access_management_iam_roles_anywhere,4,Medium-Low
aws_aurora_piops_instance,3,Medium
aws_emr_emr_engine,3,Medium
aws_resource_explorer,4,Medium-Low
aws_systems_manager_distributor,4,Medium-Low
aws_iot_thing_utility,5,Low
aws_directory_service_simple_ad,3,Medium
aws_elemental_delta,5,Low
aws_iot_shadow,4,Medium-Low
aws_aurora_oracle_instance_alternate,3,Medium
aws_amazon_rds,1,High
aws_redshift_dense_storage_node,3,Medium
aws_amazon_dynamodb,1,High
aws_amazon_simple_storage_service,1,High
aws_cloud_wan,3,Medium
aws_outposts_family,4,Medium-Low
aws_thinkbox_deadline,5,Low
aws_aurora_mariadb_instance_alternate,3,Medium
aws_opensearch_service_opensearch_ingestion,4,Medium-Low
aws_backup_backup_restore,3,Medium
aws_logs_light,2,Medium-High
aws_amazon_sagemaker_ground_truth,3,Medium
aws_support,3,Medium
aws_elastic_block_store_amazon_data_lifecycle_manager,4,Medium-Low
aws_iot_over_air_update,5,Low
aws_identity_access_management_role,1,High
aws_amazon_ec2_image_builder,3,Medium
aws_workspaces_family_amazon_workspaces_secure_browser,4,Medium-Low
aws_mainframe_modernization,4,Medium-Low
aws_appconfig,3,Medium
aws_amazon_q,3,Medium
aws_control_tower,2,Medium-High
aws_cost_explorer,2,Medium-High
aws_braket_chandelier,5,Low
aws_git_repository_dark,3,Medium
aws_eventbridge_schema_registry,4,Medium-Low
aws_amazon_virtual_private_cloud,1,High
aws_simple_storage_service_glacier_vault,4,Medium-Low
aws_dynamodb_global_secondary_index,3,Medium
aws_amazon_personalize,3,Medium
aws_data_transfer_terminal,3,Medium
aws_iot_actuator,5,Low
aws_iot_certificate,4,Medium-Low
aws_data_table_dark,3,Medium
aws_systems_manager_incident_manager,4,Medium-Low
aws_identity_and_access_management,1,High
aws_tools_and_sdks,3,Medium
aws_parallel_cluster,4,Medium-Low
aws_storage_gateway_cached_volume,4,Medium-Low
aws_amazon_verified_permissions,3,Medium
aws_cloudfront_functions,3,Medium
aws_iot_thing_temperature_sensor,4,Medium-Low
aws_storage_gateway_amazon_s3_file_gateway,4,Medium-Low
aws_iot_thing_house,5,Low
aws_amazon_elastic_kubernetes_service,1,High
aws_cloudwatch_event_time_based,2,Medium-High
aws_simple_storage_service_s3_glacier_deep_archive,3,Medium
aws_amazon_route_53,1,High
aws_vpc_customer_gateway,3,Medium
aws_step_functions,2,Medium-High
aws_amplify,2,Medium-High
aws_storage_gateway_volume_gateway,4,Medium-Low
aws_certificate_manager,2,Medium-High
aws_amazon_efs,2,Medium-High
aws_elastic_load_balancing,1,High
aws_cloud_wan_transit_gateway_route_table_attachment,4,Medium-Low
aws_folders_light,3,Medium
aws_storage_gateway_file_gateway,4,Medium-Low
aws_saml_token_dark,4,Medium-Low
aws_iot_thing_factory,5,Low
aws_waf_bot_control,3,Medium
aws_trusted_advisor_checklist_performance,4,Medium-Low
aws_redshift_query_editor_v2.0,4,Medium-Low
aws_amazon_sagemaker,2,Medium-High
aws_cloud9,3,Medium
aws_dynamodb_amazon_dynamodb_accelerator,3,Medium
aws_quicksight_paginated_reports,4,Medium-Low
aws_ec2_spot_instance,2,Medium-High
aws_amazon_athena,2,Medium-High
aws_ssl_padlock_light,3,Medium
aws_tape_storage_dark,5,Low
aws_compute_optimizer,4,Medium-Low
aws_simple_storage_service_bucket_with_objects,1,High
aws_folder_dark,3,Medium
aws_batch,3,Medium
aws_amazon_cloudfront,1,High
aws_vpc_vpn_connection,2,Medium-High
aws_programming_language_dark,5,Low
aws_aurora_instance,2,Medium-High
aws_simple_storage_service_s3_one_zone_ia,3,Medium
aws_express_workflows,3,Medium
aws_telco_network_builder,5,Low
aws_elastic_file_system_efs_one_zone,3,Medium
aws_elemental_server,4,Medium-Low
aws_iot_thing_humidity_sensor,4,Medium-Low
aws_camera_light,5,Low
aws_backup_aws_backup_support_for_amazon_fsx_for_netapp_ontap,4,Medium-Low
aws_amazon_ec2,1,High
